dmel_cre_id	dazt	dbif	dbir	dbun	dequ	dfor	dfun	dimm	dkik	dmir	dnas	dobs	dper	dpha	dpse	druf	dsub	dsul	dsuz	dtei	dtro	dvir	zdav	zind	ztub	d_affinis	d_arizonae	d_bipectinata	d_buzzatii	d_ezoana	d_hydei	d_littoralis	d_lutescens	d_mercatorum	d_mojavensis	d_novamexicana	d_repleta	d_serrata	d_simulans
DMEL_CRE_00087	no_detected_CRE	uncertain	positional_match	positional_match	uncertain	uncertain	uncertain	uncertain	positional_match	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	positional_match	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	positional_match	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	positional_match	no_detected_CRE
DMEL_CRE_00088	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	positional_match
DMEL_CRE_00089	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	turnover_candidate
DMEL_CRE_00090	uncertain	no_detected_CRE	no_detected_CRE	positional_match	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	positional_match	uncertain	uncertain	positional_match	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	positional_match	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	positional_match
DMEL_CRE_00091	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	positional_match	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	positional_match
DMEL_CRE_00092	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE
DMEL_CRE_00093	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	uncertain	uncertain	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	positional_match	no_detected_CRE	positional_match	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	positional_match	positional_match	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	uncertain	no_detected_CRE	turnover_candidate	positional_match	turnover_candidate	positional_match	turnover_candidate	no_detected_CRE
DMEL_CRE_00094	positional_match	positional_match	positional_match	positional_match	turnover_candidate	positional_match	positional_match	no_detected_CRE	positional_match	positional_match	turnover_candidate	positional_match	positional_match	turnover_candidate	positional_match	positional_match	positional_match	turnover_candidate	positional_match	positional_match	turnover_candidate	turnover_candidate	positional_match	positional_match	uncertain	positional_match	uncertain	positional_match	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	positional_match	turnover_candidate	turnover_candidate	no_detected_CRE	positional_match	positional_match	positional_match
DMEL_CRE_00095	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	positional_match	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	positional_match
DMEL_CRE_00096	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	no_detected_CRE
DMEL_CRE_00097	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	no_detected_CRE
DMEL_CRE_00098	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00099	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE
DMEL_CRE_00100	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	turnover_candidate	uncertain	no_detected_CRE	turnover_candidate	uncertain	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	positional_match
DMEL_CRE_00101	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00102	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	positional_match	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00103	uncertain	no_detected_CRE	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00104	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	turnover_candidate	uncertain	no_detected_CRE	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	no_detected_CRE	uncertain	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	turnover_candidate	no_detected_CRE
DMEL_CRE_00105	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	positional_match	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00106	positional_match	turnover_candidate	positional_match	no_detected_CRE	uncertain	uncertain	turnover_candidate	uncertain	turnover_candidate	no_detected_CRE	uncertain	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	positional_match	uncertain	turnover_candidate	positional_match	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	uncertain	turnover_candidate	uncertain	no_detected_CRE	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	turnover_candidate	uncertain	no_detected_CRE	turnover_candidate
DMEL_CRE_00107	uncertain	uncertain	turnover_candidate	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	positional_match	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	turnover_candidate
DMEL_CRE_00108	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	no_detected_CRE	positional_match	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	positional_match
DMEL_CRE_00109	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	positional_match
DMEL_CRE_00110	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE
DMEL_CRE_00111	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	turnover_candidate	no_detected_CRE	uncertain	no_detected_CRE	turnover_candidate	turnover_candidate	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00112	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	turnover_candidate	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE
DMEL_CRE_00113	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00114	no_detected_CRE	no_detected_CRE	positional_match	positional_match	uncertain	uncertain	no_detected_CRE	no_detected_CRE	positional_match	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	positional_match	no_detected_CRE	no_detected_CRE	no_detected_CRE	positional_match	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	positional_match	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	positional_match
DMEL_CRE_00115	uncertain	uncertain	no_detected_CRE	turnover_candidate	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	turnover_candidate	positional_match	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	positional_match	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	positional_match
DMEL_CRE_00116	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00117	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	turnover_candidate	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	positional_match	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00118	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	no_detected_CRE	turnover_candidate	turnover_candidate	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00119	turnover_candidate	no_detected_CRE	positional_match	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	positional_match	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	positional_match	positional_match	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	positional_match	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00120	turnover_candidate	turnover_candidate	positional_match	positional_match	no_detected_CRE	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	positional_match	turnover_candidate	turnover_candidate	positional_match	turnover_candidate	turnover_candidate	turnover_candidate	positional_match	positional_match	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	positional_match	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	positional_match	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	positional_match
DMEL_CRE_00121	turnover_candidate	positional_match	turnover_candidate	positional_match	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	positional_match	turnover_candidate	turnover_candidate	positional_match	positional_match	turnover_candidate	uncertain	positional_match	positional_match	turnover_candidate	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	positional_match	uncertain	uncertain	uncertain	uncertain	positional_match	turnover_candidate	uncertain	uncertain	turnover_candidate	positional_match	positional_match
DMEL_CRE_00122	positional_match	positional_match	positional_match	positional_match	turnover_candidate	no_detected_CRE	turnover_candidate	positional_match	positional_match	positional_match	uncertain	positional_match	positional_match	positional_match	positional_match	positional_match	turnover_candidate	turnover_candidate	positional_match	positional_match	positional_match	positional_match	positional_match	no_detected_CRE	turnover_candidate	positional_match	uncertain	positional_match	uncertain	no_detected_CRE	uncertain	positional_match	positional_match	uncertain	uncertain	positional_match	uncertain	positional_match	positional_match
DMEL_CRE_00123	uncertain	uncertain	no_detected_CRE	turnover_candidate	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00124	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	positional_match	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	uncertain	no_detected_CRE	turnover_candidate	uncertain	no_detected_CRE	turnover_candidate	uncertain	positional_match	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	turnover_candidate
DMEL_CRE_00125	turnover_candidate	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	positional_match	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	positional_match	uncertain	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	positional_match
DMEL_CRE_00126	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	uncertain	uncertain	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	positional_match	no_detected_CRE	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	positional_match	uncertain	positional_match	uncertain	uncertain	no_detected_CRE	positional_match
DMEL_CRE_00127	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	turnover_candidate	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00128	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	positional_match	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	positional_match	uncertain	uncertain	uncertain	uncertain	uncertain	positional_match
DMEL_CRE_00129	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	positional_match
DMEL_CRE_00130	uncertain	no_detected_CRE	positional_match	positional_match	no_detected_CRE	uncertain	uncertain	uncertain	positional_match	no_detected_CRE	positional_match	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	positional_match	no_detected_CRE	uncertain	no_detected_CRE	turnover_candidate	turnover_candidate	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	positional_match	positional_match
DMEL_CRE_00131	turnover_candidate	turnover_candidate	turnover_candidate	positional_match	uncertain	uncertain	uncertain	uncertain	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	positional_match	turnover_candidate
DMEL_CRE_00132	uncertain	uncertain	positional_match	positional_match	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	no_detected_CRE	positional_match	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	positional_match	no_detected_CRE
DMEL_CRE_00133	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00134	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
DMEL_CRE_00135	turnover_candidate	uncertain	no_detected_CRE	turnover_candidate	turnover_candidate	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	positional_match	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE	positional_match	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00136	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00137	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00138	no_detected_CRE	no_detected_CRE	no_detected_CRE	positional_match	no_detected_CRE	positional_match	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	positional_match	positional_match	no_detected_CRE	no_detected_CRE	no_detected_CRE	positional_match	positional_match	no_detected_CRE	positional_match	no_detected_CRE	positional_match	no_detected_CRE	no_detected_CRE	positional_match	positional_match	no_detected_CRE	positional_match	no_detected_CRE	positional_match	no_detected_CRE	no_detected_CRE	no_detected_CRE	positional_match	positional_match	no_detected_CRE	positional_match
